"","BroodID","FemaleRing","MaleRing","ClutchSize","EggNumber"
"783","2025","M037936","M040589",8,8
"784","2026","M043805","M038119",6,6
"785","2027","M039091","M043847",7,7
"786","2028","M004209","M033855",7,7
"787","2029","M037955","M042765",5,5
"788","2030","M032320","M032449",8,8
"789","2031","M043832","M038313",5,5
"790","2032","M037594","M038472",7,7
"791","2033","M043804","M038059",6,12
"792","2034","M037972",NA,0,5
"793","2044","M038127","M037707",5,5
"794","2045","M038334","M037912",7,7
"795","2048","M039421","M026332",5,5
"796","2049","M043826","M040509",8,8
"797","2050","M043806","M043727",7,7
"798","2051","M036832","M022947",7,7
"799","2052","M043505","M043831",7,7
"800","2053","M031720","M042094",7,7
"801","2054","M038149","M041345",5,5
"802","2055","M043819","M032479",6,6
"803","2056","M028817","M037956",6,6
"804","2057","M043825",NA,7,7
"805","2058","M038111","M042115",8,8
"806","2060",NA,NA,3,3
"807","2061",NA,"M036693",2,2
"808","2062","M028824","M038146",5,5
"809","2064","M040586","M040587",6,6
"810","2065","M032146","M038115",8,8
"811","2066","M028977","M032330",9,9
"812","2067","M028938","M043775",7,6
"813","2068","M031751","M031558",7,7
"814","2069","M042143","M032399",8,8
"815","2070","M043802","M037622",6,6
"816","2071","M031590","M040673",7,7
"817","2072","M037936","M040696",6,6
"818","2073","M038334","M037912",10,10
"819","2074","M039430",NA,7,7
"820","2075","M033868","M038306",7,7
"821","2076",NA,NA,1,1
"822","2077","M035402","M043920",7,7
"823","2078","M043598","M043799",5,5
"824","2079","M037877","M043942",7,7
"825","2080","M043825",NA,5,5
"826","2081",NA,NA,4,2
"827","2082","M043805","M031651",4,4
"828","2083","M036832","M040694",6,6
"829","2084","M043832","M038313",6,6
"830","2085","M043806","M043799",7,7
"831","2086","M043921",NA,5,5
"832","2087","M038044",NA,5,5
"833","2088","M041177",NA,4,4
"834","2089","M032320","M028934",9,9
"835","2090","M031807","M031727",9,9
"836","2091","M040665","M038145",6,6
"837","2092","M040122","M040512",5,5
"838","2093","M031914","M043810",6,6
"839","2094","M041177","M040585",6,6
"840","2095","M038289","M040587",5,5
"841","2096","M036989","M043944",7,6
"842","2097","M040053",NA,5,5
"843","2098","EA711589","M043946",7,7
"844","2099","M037656","M043627",8,8
"845","2100","M043629","M043775",6,6
"846","2101","M032320","M028934",7,7
"847","2102","M043698","M038312",6,6
"848","2103","M043947","M038059",5,5
"849","2104","M043945","M043641",6,6
"850","2105","M043628","M043950",9,9
"851","2106","M043948","M043949",5,5
"852","2107","M038287","M043676",4,4
"853","2108","M032089","M040775",6,6
"854","2109","M028938","M040590",4,4
"855","2110","M045229","M040092",6,6
"856","2111","M043825","M040652",5,5
"857","2114","M043819","M034825",5,5
"858","2115","M038334","M043040",7,7
"859","2116","M043634","M043115",7,7
"860","2117","M043852","M038059",3,3
"861","2118","M038127","M037707",4,4
"862","2119","M040813","M028786",5,5
"863","2120","M039140","M040822",8,8
"864","2121","M040819","M038212",3,3
"865","2123","M022875","M038296",6,6
"866","2124","M033862","M040765",6,6
"867","2125","M040763","M032449",5,5
"868","2126","M034644","M028969",6,6
"869","2127","M043826","M040509",6,6
"870","2128","M040764","M038146",5,5
"871","2129","M040649","M040951",5,5
"872","2130","M038293",NA,6,6
"873","2131","M038299","M040859",6,6
"874","2132","M040654","M043904",3,3
"875","2136","M038149","M041345",6,6
"876","2137","M043035","M043822",6,6
"877","2138","M043650","M043116",5,5
"878","2139","M043043","M043045",5,5
"879","2140","M032099","M032100",6,6
"880","2141","M040770","M040674",4,4
"881","2142","M032090","M038115",6,6
"882","2143","M040473","M032330",8,8
"883","2144","M031720","M032098",6,6
"884","2145","M038298",NA,7,7
"885","2146","M039292","M043798",6,6
"886","2147","M031590","M043624",6,6
"887","2148","M040784","M040724",4,4
"888","2149","M035402","M043047",6,6
"889","2150","M043670","M043633",5,5
"890","2151","M043632","M043840",8,8
"891","2152","M031605","M041195",7,7
"892","2153","M043643","M033875",7,7
"893","2154","M040661","M045413",7,7
"894","2155","M043011","M043117",7,7
"895","2157","M038300","M042084",7,7
"896","2159","M040796","M040797",3,2
"897","2161","M040690","M040673",6,6
"898","2162","M021142","M032400",5,5
"899","2163","M033868","M038306",4,4
"900","2164","M043010","891906",3,3
"901","2165","M043631","M022947",7,7
"902","2167","M043016","M043980",5,5
"903","2169","M037877","M043834",6,6
"904","2170","M042143","M043034",6,4
"905","2172","M040783","M043118",5,5
"906","2174","M043017",NA,4,4
"907","2175","M037779","M043150",7,7
"908","2176","M043982","M040626",7,5
"909","2177","M033872","M043834",8,8
"910","2178","M043018","M040662",6,4
"911","2179","M043696","M040812",5,3
"912","2180","M043872","M037622",7,6
"913","2181","M040627","M040628",5,4
"914","2184","M040825","M040725",7,7
"915","2185","M040856","M040910",6,6
"916","2187","M043041","M043042",6,6
"917","2188","M040677","M040860",7,6
"918","2189","M033889","M043891",8,8
"919","2190","M040688","M036984",5,5
"920","2192","M036866","M033876",8,8
"921","2194","M036859","M042226",8,8
"922","2195","M043679","M042094",6,6
"923","2196","M040655","M043828",5,5
"924","2197","M040838","M040904",5,5
"925","2198","M043261","M047510",5,5
"926","2199","M040122","M043830",8,8
"927","2201","M043630","M038321",6,6
"928","2205","M037594","M038472",5,5
"929","2206","M043987","M047543",6,6
"930","2207","M043945",NA,7,7
"931","2208","M004209","M042765",8,7
"932","2210","M040081","M026276",8,8
"933","2211","M028913","M031950",6,6
"934","2212","M028938","M040590",8,8
"935","2213","M043628","M043950",9,9
"936","2214","M043642","M032315",8,8
"937","2215","M037656","M040962",8,8
"938","2216","M043825","M047592",5,5
"939","2217","M043018","M040662",8,8
"940","2218","M040796","M040797",6,6
"941","2219","M021142","M032400",7,7
"942","2220","M037877","M043834",8,8
"943","2221","M040627","M040628",7,5
"944","2222","M038287","M040812",8,8
"945","2223","M043598","M043949",5,5
"946","2224","M043643","M037622",9,9
"947","2227","M043759","M043641",7,7
"948","2229","M032086","M037870",5,5
"949","2230","M040654","M040587",5,5
"950","2231","M040670","M047600",8,8
"951","2232","M043289",NA,6,6
"952","2233","M043016","M043980",7,6
"953","2234","M043261","M047510",6,6
"954","2235",NA,"M036868",7,7
"955","2236","M040688","M036984",6,6
"956","2238","M043650","M043116",6,6
"957","2239","M031914",NA,11,10
"958","306","861533",NA,5,5
"959","307","861396","871960",6,5
"960","308","871409","871131",7,6
"961","309","871409","870607",6,6
"962","310","875637","877275",7,7
"963","311","865740","864453",4,8
"964","313","875639","861501",9,9
"965","314","823934","874830",8,8
"966","315","871828","864547",5,5
"967","317","869494","877003",7,7
"968","318","875631","860198",6,6
"969","319","869059","873612",6,6
"970","320","875642","876284",6,6
"971","321","871619","874009",7,6
"972","322","861253","871360",3,3
"973","323","871839","875626",7,7
"974","324","849861","870388",5,5
"975","325","875636","870738",6,6
"976","326","862729","866000",6,6
"977","327","870749","875629",7,7
"978","328","877013","877014",6,6
"979","329","875636","871523",6,6
"980","330","875635","875634",6,6
"981","331","861503","872186",6,6
"982","332","870625","861634",6,6
"983","333","862729","877283",7,7
"984","334","862742","861285",4,4
"985","335","871110","866268",5,5
"986","336","871825","866268",6,6
"987","337","866346","871351",9,9
"988","338","875622","875623",4,4
"989","339","871630","858925",4,4
"990","340","871630","858925",4,4
"991","342","871865",NA,6,6
"992","343","871014","861530",5,4
"993","344","874058","868867",6,5
"994","345","865492",NA,5,4
"995","346","871640","865850",5,5
"996","347","861396","871960",5,4
"997","348","849754","870764",6,6
"998","350","865301","870027",6,6
"999","351","865301","849759",5,5
"1000","352","861525","870404",5,3
"1001","353","871005","833858",6,6
"1002","354","865815","862890",6,6
"1003","355","865815","862890",8,8
"1004","356","864492","871971",6,6
"1005","357","862783","865825",3,3
"1006","358","875633","865490",5,5
"1007","359","871595","871963",5,5
"1008","360","861255","875626",7,7
"1009","361","871378","858930",4,4
"1010","362","868905",NA,4,4
"1011","363","868897","875623",6,6
"1012","364","874006","861626",7,6
"1013","365","875609","871959",5,5
"1014","366","849886","849766",7,7
"1015","367","875641","875641",8,8
"1016","368","871627","871106",7,7
"1017","369","863188","865915",7,5
"1018","370","871646","863667",2,2
"1019","371","875646",NA,5,5
"1020","372","865301","870445",6,2
"1021","373","865499","871895",5,5
"1022","374","877012","871843",6,6
"1023","375","877276","875607",5,4
"1024","376","859947","871388",8,8
"1025","379","875643","877039",5,5
"1026","380","871409","861575",6,6
"1027","381","871596","861574",7,7
"1028","382","865620",NA,5,5
"1029","384","877386","833858",5,5
"1030","385","871619","877410",6,6
"1031","386","877391","877392",6,6
"1032","387","871828","864547",4,3
"1033","388","877390","873932",6,5
"1034","389","871826","861398",3,3
"1035","390","877394",NA,5,5
"1036","391","875963","877152",5,3
"1037","392","861255","871031",6,6
"1038","394","877081","866268",5,3
"1039","395","871141","871351",4,4
"1040","396","861536","863667",5,5
"1041","397","868897","858925",4,4
"1042","398","871627","871106",4,4
"1043","399","877388","877382",8,5
"1044","400","865492","871636",6,6
"1045","401","877395","868867",5,5
"1046","402","861598","871960",5,5
"1047","403","849754","870764",4,4
"1048","404","865815","877295",5,4
"1049","405","865815","871388",5,5
"1050","406","877111","865490",5,2
"1051","407","870625","877389",8,5
"1052","408","871378","875626",5,5
"1053","409","877322","877321",6,1
"1054","410","862783","871959",5,5
"1055","411","863188","865915",5,7
"1056","412","863188","865915",7,7
"1057","413","877387","871344",7,6
"1058","414","875646","875629",4,4
"1059","415","861503","871895",6,5
"1060","416","877012","861530",5,4
"1061","417","871596","861575",5,5
"1062","418","871409","861574",3,3
"1063","419","865620","861535",7,2
"1064","420","877337","833858",5,5
"1065","421","877337","833858",7,1
"1066","422","877499","881125",6,4
"1067","423","877477","877410",8,3
"1068","424","877460","871521",5,5
"1069","425","877460","871521",6,6
"1070","429","871828","877125",5,1
"1071","430","861621","873932",6,4
"1072","431","877479",NA,6,6
"1073","432","881564","873612",4,4
"1074","433","877563","877334",6,3
"1075","434","861255","871031",4,3
"1076","435","877560",NA,5,5
"1077","436","877387","877188",8,1
"1078","437","881555","877605",8,7
"1079","439","861525","861285",5,1
"1080","441","877322","866268",5,6
"1081","442","876459",NA,4,3
"1082","443","871826","858925",7,2
"1083","444","881104","877321",6,6
"1084","445","871627","871106",6,2
"1085","446","875998","871636",3,3
"1086","447","871409","871636",7,7
"1087","448","871649","870404",7,6
"1088","449","877448","868867",7,6
"1089","450","878735","871960",4,4
"1090","451","849754","870764",4,2
"1091","452","877490","881112",8,4
"1092","453","877482","877341",9,5
"1093","455","871141","871388",4,4
"1094","457","877486","865490",5,2
"1095","458","877472","865490",6,5
"1096","459","877489","877420",8,4
"1097","460","877303","881120",4,4
"1098","461","877482","871895",8,4
"1099","462","877461","877004",6,6
"1100","463","877562","877175",7,2
"1101","464","862783","875626",5,5
"1102","465","877478","881562",7,6
"1103","466","863188","865915",6,6
"1104","467","877387","871344",4,7
"1105","468","875646","878578",6,2
"1106","469","877012",NA,5,5
"1107","470","877012","861530",7,1
"1108","471","871596","877674",5,3
"1109","472","871409","861574",5,4
"1110","473","877337","833858",5,5
"1111","474","861503",NA,8,5
"1112","475","865634","877341",8,5
"1113","476","879820","877604",5,5
"1114","478","877558","877125",6,6
"1115","479","877813","877890",6,4
"1116","481","877560","871031",3,3
"1117","482","877748","877188",6,4
"1118","483","877786",NA,6,5
"1119","484","881675","861530",5,5
"1120","485","877749","877578",6,4
"1121","486","877322","866268",4,4
"1122","487","877387","871388",7,7
"1123","488","871826","877175",6,5
"1124","489","871627","871106",4,4
"1125","490","877566","877759",7,5
"1126","491","877730","877760",6,6
"1127","492","877729","871636",6,5
"1128","493","871649","870404",3,3
"1129","494","877750","868867",6,6
"1130","495","875646","878578",4,4
"1131","496","877566","877759",9,6
"1132","498","877738","877739",0,4
"1133","499","877747","877459",6,5
"1134","500","877505","877728",6,2
"1135","501","881444","877611",7,5
"1136","502","884736",NA,6,2
"1137","503","877472","865490",5,5
"1138","504","877489",NA,6,5
"1139","505","877489","877513",10,5
"1140","506","877303","881562",7,7
"1141","507","877475","877457",8,2
"1142","508","877177","877004",8,3
"1143","510","862783","875626",6,6
"1144","512","877482","865915",8,7
"1145","513","877722","877724",7,5
"1146","515","871409","877674",6,5
"1147","516","862783","877762",7,3
"1148","517","877337","881671",5,5
"1149","519","877892","881096",10,4
"1150","520","877940","877939",5,3
"1151","521","886258","877927",7,2
"1152","522","871141","871344",7,4
"1153","523","877945","877125",5,1
"1154","524","877934","877746",6,5
"1155","525","889023","877811",3,1
"1156","526","877955","877954",8,5
"1157","528","877749","877916",6,6
"1158","529","881078","877188",7,7
"1159","530","877923","877859",7,6
"1160","531","877925","877821",9,5
"1161","532","883063",NA,6,6
"1162","533","877505","861530",7,1
"1163","534","877701","877578",5,5
"1164","535","866976","866268",7,4
"1165","537","877387","871388",8,8
"1166","538","871826","877175",6,6
"1167","539","877883","877866",5,4
"1168","540","877970","871106",7,4
"1169","542","877952","877953",7,1
"1170","543","877566","877760",8,7
"1171","545","871409","871636",0,2
"1172","546","877730","868867",8,5
"1173","547","875646","877861",8,4
"1174","548","877932","877882",6,6
"1175","549","877727","877798",9,2
"1176","550","877738","877739",7,7
"1177","551","877961","877459",4,2
"1178","552","881115","877728",10,1
"1179","553","881444","877611",7,7
"1180","554","877921","875626",5,5
"1181","555","877111","865490",5,1
"1182","556","877920","865490",6,6
"1183","558","877924","877334",5,4
"1184","559","883554","877922",8,2
"1185","560","889016","877004",7,4
"1186","561","877511","877555",8,6
"1187","562","861503","877906",8,1
"1188","563","877941","877942",5,4
"1189","564","877928",NA,7,7
"1190","565","877933","889045",7,5
"1191","566","877943","877944",6,5
"1192","567","877722","877724",7,1
"1193","568","877819","889017",9,8
"1194","569","887023","877739",5,4
"1195","570","877919","877761",9,7
"1196","572","877729",NA,5,5
"1197","573","871409","877674",8,6
"1198","574","877920","889193",6,3
"1199","575","862783","881671",6,5
"1200","576","877511","881671",5,3
"1201","577","889313","889095",7,7
"1202","578","889063","889393",6,5
"1203","579","877938",NA,7,7
"1204","580","886258","877927",5,2
"1205","581","887211","871344",6,6
"1206","582","877945","877811",5,4
"1207","584","871826","877175",5,1
"1208","585","890305","877988",7,7
"1209","586","889179","889328",6,1
"1210","587","877955","877954",8,7
"1211","588","877560","889280",7,6
"1212","589","889476","889279",7,1
"1213","590","889169","877188",4,3
"1214","591","889270","877859",5,5
"1215","592","889191",NA,6,6
"1216","593","877925","877821",5,3
"1217","594","881115","861530",6,2
"1218","595","889271","877916",5,3
"1219","596","887558","866268",8,3
"1220","598","877387","871388",6,4
"1221","599","877883","889010",5,3
"1222","600","877933","877973",6,1
"1223","602","883089","889190",5,1
"1224","603","887234","877931",8,8
"1225","604","889177","871636",4,4
"1226","605","889168","868867",6,6
"1227","606","877923","877861",4,4
"1228","608","877727","877798",5,1
"1229","609","871627","889045",7,6
"1230","611","871649","870404",6,6
"1231","612","889176","877611",5,5
"1232","613","890406",NA,5,1
"1233","614","877921","889131",6,4
"1234","615","889253","889252",9,6
"1235","616","877111","889432",6,6
"1236","617","889251","889200",7,7
"1237","618","881444","877393",8,7
"1238","619","880843","889282",8,4
"1239","621","889016","877004",6,2
"1240","622","889170","889171",5,5
"1241","626","877919","877761",5,5
"1242","627","877566","877958",6,5
"1243","629","877920","889193",7,4
"1244","631","877511","881671",0,1
"1245","632","889559","881671",5,4
"1246","633","889580","877915",6,4
"1247","634","877938","889504",6,5
"1248","635","889313","889376",6,2
"1249","636","886258","877927",7,5
"1250","638","889560","877393",6,4
"1251","639","877722","871344",5,5
"1252","640","867117","889352",5,3
"1253","641","888115","877753",7,5
"1254","642","889310","877175",8,4
"1255","643","877813","877890",4,4
"1256","644","889183","877988",5,3
"1257","645","889388","889767",5,4
"1258","647","889555","889135",6,2
"1259","648","890813","889135",3,3
"1260","649","889624","889272",7,6
"1261","650","889540","877175",7,4
"1262","651","889551","889552",5,5
"1263","652","889449","877188",5,3
"1264","653","889545","889546",5,3
"1265","655","890841","889175",7,4
"1266","656","883063","889393",5,2
"1267","657","877738","889505",8,4
"1268","658","889556","889557",5,4
"1269","659","889607","887320",2,2
"1270","660","881115","861530",11,1
"1271","661","889485","877916",5,3
"1272","662","892212","866268",4,4
"1273","663","877919","871388",9,8
"1274","666","889275","889184",8,3
"1275","667","889528","889258",6,1
"1276","668","877883","877866",6,6
"1277","669","877933","877973",7,6
"1278","670","889172","889549",3,5
"1279","673","889177","871636",4,3
"1280","674","889544","889321",7,3
"1281","675","889192","868867",4,2
"1282","676","877923","877861",6,6
"1283","677","889553","889778",4,1
"1284","679","877727","877798",6,6
"1285","680","889526","889045",5,4
"1286","682","889197","889554",6,2
"1287","683","871649","870404",4,2
"1288","685","877921","889131",6,3
"1289","686","889558","889377",6,6
"1290","688","889061","889432",6,4
"1291","689","889251","889200",5,2
"1292","690","889251",NA,4,3
"1293","691","885869","890820",5,4
"1294","692","889503","877954",6,1
"1295","693","889550","889359",6,5
"1296","696","889270","877004",6,5
"1297","697","889509","889508",5,2
"1298","698","877945","889010",5,4
"1299","700","889179","877942",6,4
"1300","701","889179","877942",7,2
"1301","702","889527","889038",6,4
"1302","703","889253","889529",8,4
"1303","704","889507","877724",6,4
"1304","706","889693","889692",4,1
"1305","707","889035","889017",6,6
"1306","708","889296","889182",9,5
"1307","709","889513","877761",6,4
"1308","710","889303","889198",7,4
"1309","711","877566","877882",7,6
"1310","713","889178","877674",5,2
"1311","715","889735","889574",6,5
"1312","716","877511","881671",5,4
"1313","717","889580","877915",3,3
"1314","718","892465","877393",5,5
"1315","719","890931","889912",7,4
"1316","720","867117","889352",5,3
"1317","721","889275","889184",5,5
"1318","722","889624","889975",7,5
"1319","723","889840",NA,0,1
"1320","725","889172","889994",6,5
"1321","726","889978","877761",6,5
"1322","727","890841","889602",6,5
"1323","728","877738","889505",6,4
"1324","730","890376","889557",5,5
"1325","731","889607","889200",6,6
"1326","732","881115","861530",10,6
"1327","733","889528","866268",6,5
"1328","734","889310","889258",6,5
"1329","735","889548","877973",6,6
"1330","737","899101","889549",5,4
"1331","738","889177","871636",5,5
"1332","741","889983","889778",6,5
"1333","742","889972","889971",5,5
"1334","743","889977","889746",8,4
"1335","744","889987","889554",7,4
"1336","745","871649","870404",6,5
"1337","746","877919","871388",5,5
"1338","747","889991","889855",6,5
"1339","748","877921","889131",6,6
"1340","749","889686",NA,3,3
"1341","750","877920","877984",6,5
"1342","752","889540","890820",7,4
"1343","753","885869","889412",6,4
"1344","754","889976","889359",4,3
"1345","755","889270","877004",3,3
"1346","756","877883","889508",7,4
"1347","757","889771","889010",6,5
"1348","758","889388","877942",6,4
"1349","759","889986","877894",5,3
"1350","760","889582","889546",4,2
"1351","762","889979","889182",5,5
"1352","764","892014","889547",7,5
"1353","765","877566","877882",9,7
"1354","768","877511","881671",9,5
"1355","769","877511","881671",5,3
"1356","770","883063","889611",7,6
"1357","771","889388","877915",8,6
"1358","773","889580","889912",7,6
"1359","776","889183","889378",6,4
"1360","777","889275","889992",5,4
"1361","778","889275","889992",5,3
"1362","779",NA,NA,6,5
"1363","780","889976","889272",10,5
"1364","781","889976","889829",6,3
"1365","782","889984","898314",6,4
"1366","783","889979","877761",5,3
"1367","784","892521","889602",5,4
"1368","785","883063","896669",7,5
"1369","786","899101","889757",6,5
"1370","787","881115","889182",9,6
"1371","788","889528","866268",7,5
"1372","789","898316","889574",8,3
"1373","790","885898","889258",6,4
"1374","791","889840","889045",7,6
"1375","793","877923","877861",5,3
"1376","794","877923","877861",6,2
"1377","795","889972","895689",7,4
"1378","796","889987","889554",7,6
"1379","797","885898","871388",7,4
"1380","798","877921","889131",5,5
"1381","799","889979","898052",7,5
"1382","801","898053","889557",5,5
"1383","802","898053","889557",4,2
"1384","803","885869","890820",6,3
"1385","805","892523","877004",5,4
"1386","806","877883","889508",8,6
"1387","807","877883","889010",8,5
"1388","808","889388","877942",4,2
"1389","809","889580","885879",5,5
"1390","810","898315","889038",4,1
"1391","811","895476","889732",6,6
"1392","812","899101","899009",5,3
"1393","813","881115","889182",10,7
"1394","814","898315","889569",5,5
"1395","817","898161","894978",6,6
"1396","818","898876","881671",9,4
"1397","819","898924","898156",8,7
"1398","820","898915",NA,7,5
"1399","821","889580","877942",5,3
"1400","822","898875","877393",6,6
"1401","823","898350","889546",4,4
"1402","824","892465","877825",6,5
"1403","825","895501","898886",0,1
"1404","826","889183","881868",7,6
"1405","827","889275","889732",4,4
"1406","828","M000376","M001377",7,5
"1407","829","895818","889272",6,3
"1408","830","M000376","889829",5,1
"1409","831","894983","M005160",5,5
"1410","832","889984","887328",7,1
"1411","833","898872","889602",5,4
"1412","834","883063","898313",7,5
"1413","835","M001373","M001377",4,2
"1414","836","881115","889182",11,4
"1415","838","895042","889581",5,2
"1416","840","898161",NA,5,5
"1417","841","898885","899009",4,2
"1418","842","898884","M005214",7,5
"1419","843","895027","M005153",7,5
"1420","844","M004409","X300498",5,4
"1421","845","891822","871636",5,5
"1422","846","898909","898910",8,5
"1423","848","898883","877861",8,5
"1424","849","898871","898615",6,3
"1425","850","898166","889045",5,5
"1426","851","898887","889746",5,4
"1427","852","889987","889554",8,7
"1428","853","898923","894968",7,3
"1429","856","895018","889131",6,5
"1430","857","898874","898873",6,5
"1431","858","898923","898922",8,8
"1432","859","898350","898172",7,7
"1433","860","M004004","889557",5,3
"1434","861","898616","889552",7,5
"1435","862","898315","M005299",7,6
"1436","863","898884","889508",5,2
"1437","864","898876","889010",6,5
"1438","865","898925","898373",6,4
"1439","867","894984","898870",8,8
"1440","869","895018","M005226",8,4
"1441","872","890398","M005264",7,3
"1442","873","897169","889776",6,6
"1443","874","898871","889569",7,7
"1444","875","EA605789","886872",0,2
"1445","877","898630","M001586",6,6
"1446","878","M005001","877393",7,6
"1447","879","M005031","M005264",4,3
"1448","880","M000376","889272",0,2
"1449","881","M000376","889272",6,4
"1450","882","M001396","889829",7,3
"1451","883","895818","M005160",7,5
"1452","884","889984","887328",4,3
"1453","885","M004171","877761",7,1
"1454","886","M005170","898313",5,7
"1455","887","M001373","M005186",6,5
"1456","888","M005482",NA,5,5
"1457","889","881115","889182",9,3
"1458","890","892465","877825",5,5
"1459","891","898637","889581",4,4
"1460","892","M005232","X300498",6,6
"1461","893","M005235","M005236",6,6
"1462","894","889972","895689",7,7
"1463","895","898630","889131",0,1
"1464","896","M005004","898922",5,4
"1465","897","898912",NA,4,5
"1466","898","M005469","M005320",4,4
"1467","899","877475","899009",6,4
"1468","901","M001612","889131",4,10
"1469","902","M005246","889377",7,7
"1470","903","889691","889776",7,7
"1471","904","Unknown","871360",0,1
"1472","906","M005406","M005988",8,7
"1473","907","898630","M001586",6,1
"1474","908","898637","M001586",7,6
"1475","909","898630","M001542",9,5
"1476","910","M005170","M005188",6,2
"1477","912","M005238","M011237",0,3
"1478","913","M005001","898922",7,1
"1479","914","M007980","M011240",7,7
"1480","915","M005955","M005264",6,6
"1481","916","M011235","M011124",9,8
"1482","917","M005404","881868",7,7
"1483","918","M000376","894985",7,3
"1484","919","M005452","889272",5,3
"1485","920","M001396","889829",7,3
"1486","921","M001373","889829",6,6
"1487","922","889984","887328",7,2
"1488","923","M007485","M001377",7,2
"1489","924","M007485","M001377",8,8
"1490","925","M005429","898313",8,8
"1491","926","M005090","898313",9,7
"1492","927","M005090","898054",7,4
"1493","929","M001373","M005186",5,5
"1494","930","M000376","M005093",10,9
"1495","931","889984","M011233",6,6
"1496","932","892908",NA,7,7
"1497","934","M005469","877825",8,8
"1498","936","M005433","4290161",10,10
"1499","937","M005031","899009",7,7
"1500","938","M007980","898615",5,1
"1501","940","889691","X300498",7,1
"1502","941","M004451","M011309",0,3
"1503","942","M011102","M005236",7,2
"1504","943","M011102","M005236",0,6
"1505","945","M005405","877825",7,4
"1506","946","881115","870404",0,5
"1507","948","M001652","M011060",10,10
"1508","949","M001581","M004070",8,5
"1509","950","898887","889746",6,5
"1510","952","881115","870404",7,2
"1511","953","881115","870404",9,7
"1512","955","M004302","M011247",8,8
"1513","957","M005001","898922",8,5
"1514","958","M003693","M005003",7,4
"1515","959","M011132","M011223",8,2
"1516","960","M011025","M005464",7,6
"1517","962","M005482","M005428",9,7
"1518","963","M005031","899009",6,6
"1519","964","894984","898635",8,6
"1520","965","894984","898635",11,10
"1521","966","M005452","889131",8,8
"1522","967","M004302","M005320",9,9
"1523","969","M005238","889732",7,7
"1524","970","M005238","M011237",9,1
"1525","971","M004500","M005434",8,8
"1526","972","M005430","889377",6,2
"1527","973","M005463","M005975",6,2
"1528","974","M005450","898075",4,2
"1529","975","M005450","M011236",5,5
"1530","976","5392211","889776",7,3
"1531","981","M001641",NA,8,8
"1532","982","M005412","M005411",9,4
"1533","987","M005407",NA,0,3
"1534","990","M005033","M005414",6,1
"1535","993","898630","M001542",5,1
"1536","994","M011245","M005422",6,5
"1537","995","M005436","M005188",6,6
"1538","996","M005436","M011953",8,6
"1539","997","M011647","M011301",5,5
"1540","998","M005675","M001920",6,6
"1541","999","M011970",NA,5,4
